,Date,Type,V_Indeterminant,V_Possible,V_Very_Likely,V_Definite
92,2022-06-05,Empty Lot,9.0,0.0,83.0,81.0
93,2022-06-05,Mixed-Use,2.0,0.0,6.0,4.0
94,2022-06-05,Multi-Unit,7.0,0.0,36.0,68.0
95,2022-06-05,Single-Family,19.0,2.0,178.0,196.0
96,2022-06-23,Commercial,4.0,2.0,17.0,6.0
97,2022-06-23,Duplex,10.0,0.0,117.0,156.0
98,2022-06-23,Empty Lot,10.0,0.0,86.0,81.0
99,2022-06-23,Mixed-Use,1.0,0.0,5.0,5.0
100,2022-06-23,Multi-Unit,4.0,0.0,38.0,68.0
101,2022-06-23,Single-Family,18.0,2.0,176.0,202.0
102,2022-07-17,Commercial,6.0,1.0,17.0,6.0
103,2022-07-17,Duplex,13.0,0.0,119.0,154.0
104,2022-07-17,Empty Lot,10.0,0.0,84.0,81.0
105,2022-07-17,Mixed-Use,1.0,0.0,5.0,5.0
106,2022-07-17,Multi-Unit,3.0,0.0,39.0,67.0
107,2022-07-17,Single-Family,20.0,2.0,180.0,201.0
108,2022-08-11,Commercial,5.0,1.0,16.0,6.0
109,2022-08-11,Duplex,15.0,0.0,118.0,151.0
110,2022-08-11,Empty Lot,7.0,1.0,95.0,84.0
111,2022-08-11,Mixed-Use,1.0,0.0,5.0,5.0
112,2022-08-11,Multi-Unit,4.0,0.0,40.0,68.0
113,2022-08-11,Single-Family,17.0,2.0,175.0,199.0
114,2022-09-13,Commercial,5.0,1.0,16.0,6.0
115,2022-09-13,Duplex,16.0,0.0,95.0,151.0
116,2022-09-13,Empty Lot,6.0,1.0,98.0,88.0
117,2022-09-13,Mixed-Use,1.0,0.0,5.0,5.0
118,2022-09-13,Multi-Unit,4.0,0.0,32.0,68.0
119,2022-09-13,Single-Family,18.0,5.0,131.0,196.0
120,2022-10-18,Commercial,3.0,1.0,15.0,6.0
121,2022-10-18,Duplex,20.0,0.0,79.0,153.0
122,2022-10-18,Empty Lot,7.0,1.0,100.0,88.0
123,2022-10-18,Mixed-Use,1.0,0.0,5.0,5.0
124,2022-10-18,Multi-Unit,3.0,0.0,29.0,66.0
125,2022-10-18,Single-Family,21.0,5.0,124.0,192.0
126,2022-11-17,Commercial,3.0,1.0,15.0,6.0
127,2022-11-17,Duplex,22.0,0.0,79.0,152.0
128,2022-11-17,Empty Lot,7.0,1.0,99.0,85.0
129,2022-11-17,Mixed-Use,1.0,0.0,5.0,5.0
130,2022-11-17,Multi-Unit,3.0,0.0,30.0,66.0
131,2022-11-17,Single-Family,20.0,6.0,124.0,194.0
132,2022-12-26,Commercial,3.0,1.0,15.0,6.0
133,2022-12-26,Duplex,21.0,0.0,82.0,152.0
134,2022-12-26,Empty Lot,7.0,1.0,108.0,85.0
135,2022-12-26,Mixed-Use,1.0,0.0,5.0,5.0
136,2022-12-26,Multi-Unit,2.0,0.0,29.0,65.0
137,2022-12-26,Single-Family,23.0,3.0,128.0,190.0
138,2023-03-28,Commercial,4.0,1.0,14.0,6.0
139,2023-03-28,Duplex,24.0,2.0,55.0,137.0
140,2023-03-28,Empty Lot,8.0,2.0,103.0,79.0
141,2023-03-28,Mixed-Use,1.0,0.0,5.0,5.0
142,2023-03-28,Multi-Unit,3.0,3.0,25.0,64.0
143,2023-03-28,Single-Family,38.0,3.0,85.0,184.0
144,2023-04-22,Commercial,4.0,1.0,14.0,6.0
145,2023-04-22,Duplex,23.0,2.0,55.0,137.0
146,2023-04-22,Empty Lot,8.0,2.0,103.0,79.0
147,2023-04-22,Mixed-Use,1.0,0.0,5.0,5.0
148,2023-04-22,Multi-Unit,2.0,3.0,25.0,64.0
149,2023-04-22,Single-Family,38.0,3.0,83.0,183.0
150,2023-05-02,Commercial,3.0,1.0,15.0,6.0
151,2023-05-02,Duplex,17.0,0.0,79.0,146.0
152,2023-05-02,Empty Lot,7.0,3.0,106.0,82.0
153,2023-05-02,Mixed-Use,1.0,0.0,5.0,5.0
154,2023-05-02,Multi-Unit,1.0,1.0,28.0,65.0
155,2023-05-02,Single-Family,29.0,2.0,123.0,191.0
156,2023-11-01,Commercial,4.0,2.0,13.0,5.0
157,2023-11-01,Duplex,21.0,5.0,59.0,135.0
158,2023-11-01,Empty Lot,9.0,2.0,106.0,75.0
159,2023-11-01,Mixed-Use,3.0,0.0,6.0,5.0
160,2023-11-01,Multi-Unit,4.0,2.0,34.0,61.0
161,2023-11-01,Single-Family,41.0,6.0,118.0,168.0
